,Unnamed: 0.1,Unnamed: 0,postal_code,place_name,state_name,county_name,latitude,longitude,SO2,NO2,O3,PM2.5,PM10,CO,Date,N02,AQI
31570,31570,31570,496220,"Pangsuwa, Ludeg, Bildegi, Bahma, Bagbahar, Pandaripani, Sekharpur, Kukurgaon, Kokiakhar, Kukurbhaka, Kolhejharia, Kadro, Jamjhor, Jamargi, Chiknipani, Farsatoli, Buldega, Kotba",Chattisgarh,Jashpur,22.4305,83.71300555555554,2.8,0.0,13.05,26.78,29.9,507.36,2022-09-18,5.27,72.0
31571,31571,31571,496445,"Khokhsipali, Chantipali, Gatadih, Dansara, Pahanda, Sarangarh, Kharri, Chhind, Amlipali, Kanakbira, Salar, Kedar, Bhadisar, Chhote Lendhra, Tandipar, Sahaspani, Rapagula, Paseed, Mahuadhodha, Kudhari, Gonda, Godihari, Madhopali, Paraskol, Tamtora, Kosir",Chattisgarh,Raigarh,21.5717,83.1071076923077,6.2,0.0,6.35,36.95,43.05,453.95,2022-09-18,9.51,93.0
31572,31572,31572,497001,"Kalyanpur, Bhithi, Darima, Karjee, Ajabnagar, Sakholi, Bargwan, Nawanagar, Barion, Karwan, Nandamali, Latori, Dhandhapur, Baghima, Arabalrampur, Parsa, Sakhari, Funduldihari, Mendrakala, Ambikapur H.O, Ambikapur Town, Ambikapur Nyalaya, Silphili, Raghavpuri, Songara, Sakalo, Kundikala, Kakna",Chattisgarh,Surguja,23.3578,82.83001785714285,5.9,0.0,0.41,43.35,50.13,373.84,2022-09-18,14.74,105.0
31573,31573,31573,497118,"Dipadih, Narsinghpur, Karra, Kothali, Gopalpur, Padhi, Parsagudi, Sewari, Sankargarh, Jhingo, Kamari, Rajpur (SIJ), Lurgikala, Jigdi, Sihar, Manoharpur, Jhalaria, Ghughari, Durgapur, Dawra",Chattisgarh,Surguja,23.2876,82.78327999999999,1.94,0.0,7.6,13.93,19.99,370.5,2022-09-18,7.54,45.0
31574,31574,31574,497333,"Deonagar, Parshurampur, Nawapurakalan, Bhuneshwarpur, Ramanujnagar, Kanchanpur, Bakalo, Premnagar, Ganeshpur, Patrapali, Madanpur, Tiwragudi, Umeshwarpur",Chattisgarh,Surguja,22.5122,82.85196923076923,1.48,0.0,14.48,9.8,13.16,360.49,2022-09-18,2.96,31.0
31575,31575,31575,496450,"Hardi (Raigarh), Ulkhar, Kapisda, Gudeli, Godam, Chhte Khaira, Bhedwan, Navrangpur, Mudpar, Uchbhitti, Badegantuli`, Bhothli, Timarlaga, Kotri, Pendri, Jashpur, Jewra, Reda, Dahida",Chattisgarh,Raigarh,21.6433,83.13802105263157,11.92,0.0,5.72,39.02,43.7,467.3,2022-09-18,17.48,97.0
31576,31576,31576,496224,"Karma, Raikera, Jhinki, Bachhraon, Bhitgara, Bimda, Durgapara, Ghughari, Kurrog, Marol, Musgutri, Pasia, Pirai, Rengle, Kurdeg, Rauni, Sarabkombo, Bagicha",Chattisgarh,Jashpur,22.8004,83.54224444444444,4.47,0.0,15.56,28.43,32.03,387.19,2022-09-18,8.23,76.0
31577,31577,31577,497225,"Karamdiha, Raghunathnagar, Khod, Moharsop, Pasupatipur, Wadrafnagar, Janakpur, Birendranagar, Balangi, Gudru, Basantpur, Salwahi, Sulsuli, Mahewa, Biharpur, Kesari, Nagoi, Pendri",Chattisgarh,Surguja,23.2597,83.0086888888889,21.46,0.0,0.48,66.7,72.33,357.15,2022-09-18,30.85,150.0
31578,31578,31578,496100,"Loharsingha, Badebhandar, Patelpali, Bunga, Aurda, Jatri, Pusalda, Tetla, Taparda, Kondatarai, Chikhli",Chattisgarh,Raigarh,21.7802,83.3199,10.25,0.0,6.08,32.42,36.89,447.27,2022-09-18,12.85,84.0
31579,31579,31579,496118,"Bakaruma, Kapu, Palidih, Tildega, Bairagi, Sonpur, Kilkila, Gharjiabandhan, Kumarta, Diwanpur, Karmitikra, Pakargaon, Saskoba, Sukrapara, Supkalo, Sureshpur, Tamta, Vijaynagar, Pathalgoan, Raimer",Chattisgarh,Jashpur,22.8004,83.45508,4.47,0.0,15.56,28.43,32.03,387.19,2022-09-18,8.23,76.0
