,wind_cdir,rh,pod,timestamp_utc,pres,solar_rad,ozone,weather,wind_gust_spd,timestamp_local,snow_depth,clouds,ts,wind_spd,pop,wind_cdir_full,slp,dni,dewpt,snow,uv,wind_dir,clouds_hi,precip,vis,dhi,app_temp,datetime,temp,ghi,clouds_mid,clouds_low
152,NNE,49,d,2022-09-30T20:00:00,1002,147.334,269,"{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'}",3.24,2022-09-30T16:00:00,0,100,1664568000,1.92,0,north-northeast,1022.5,796.92,7.1,0,3.5,28,100,0,24.128,96.18,18,2022-09-30:20,18,511.54,100,3
153,N,54,d,2022-09-30T21:00:00,1001.5,112.927,268,"{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'}",3.01,2022-09-30T17:00:00,0,100,1664571600,1.59,0,north,1022,694.07,8.2,0,0.7,6,100,0,24.128,80.03,17.6,2022-09-30:21,17.6,328.97,100,5
154,NNE,58,d,2022-09-30T22:00:00,1001.2,67.104,267.5,"{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'}",4.48,2022-09-30T18:00:00,0,100,1664575200,1.82,20,north-northeast,1021.8,486.15,8.4,0,1.8,15,100,0.00694444,24.128,53.81,16.7,2022-09-30:22,16.7,132.94,100,10
155,NNE,62,n,2022-09-30T23:00:00,1000.8,0,267,"{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'}",5.95,2022-09-30T19:00:00,0,100,1664578800,2.05,20,north-northeast,1021.7,0,8.5,0,0,23,100,0.0138889,24.128,0,15.8,2022-09-30:23,15.8,0,100,15
156,NNE,67,n,2022-10-01T00:00:00,1000.5,0,266.5,"{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'}",7.42,2022-09-30T20:00:00,0,100,1664582400,2.27,20,north-northeast,1021.5,0,8.8,0,0,31,100,0.0208333,24.128,0,14.8,2022-10-01:00,14.8,0,100,20
157,NNE,70,n,2022-10-01T01:00:00,1000.2,0,266.8,"{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'}",6.81,2022-09-30T21:00:00,0,100,1664586000,2.26,20,north-northeast,1021.2,0,9.1,0,0,24,100,0.0138889,24.128,0,14.4,2022-10-01:01,14.4,0,100,47
158,NNE,73,n,2022-10-01T02:00:00,999.8,0,267.2,"{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'}",6.21,2022-09-30T22:00:00,0,100,1664589600,2.24,20,north-northeast,1020.8,0,9.3,0,0,16,100,0.00694444,24.128,0,14.1,2022-10-01:02,14.1,0,100,73
159,N,76,n,2022-10-01T03:00:00,999.5,0,267.5,"{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'}",5.6,2022-09-30T23:00:00,0,100,1664593200,2.23,0,north,1020.5,0,9.5,0,0,9,100,0,24.128,0,13.7,2022-10-01:03,13.7,0,100,100
160,NNE,83,n,2022-10-01T04:00:00,998.5,0,267,"{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'}",7.83,2022-10-01T00:00:00,0,100,1664596800,2.79,35,north-northeast,1019.5,0,10.5,0,0,19,100,0.395833,19.632,0,13.3,2022-10-01:04,13.3,0,79,100
161,NNE,90,n,2022-10-01T05:00:00,997.5,0,266.5,"{'icon': 'd02n', 'code': 301, 'description': 'Drizzle'}",10.07,2022-10-01T01:00:00,0,100,1664600400,3.36,50,north-northeast,1018.5,0,11.3,0,0,30,100,0.791667,15.136,0,12.9,2022-10-01:05,12.9,0,57,100
162,NE,98,n,2022-10-01T06:00:00,996.5,0,266,"{'icon': 'r04n', 'code': 520, 'description': 'Light shower rain'}",12.3,2022-10-01T02:00:00,0,100,1664604000,3.92,60,northeast,1017.5,0,12.3,0,0,41,100,1.1875,10.64,0,12.6,2022-10-01:06,12.6,0,36,100
163,NE,98,n,2022-10-01T07:00:00,995.7,0,265.8,"{'icon': 'r04n', 'code': 520, 'description': 'Light shower rain'}",11.76,2022-10-01T03:00:00,0,100,1664607600,3.71,70,northeast,1016.5,0,12.5,0,0,42,85,1.88889,7.595,0,12.8,2022-10-01:07,12.8,0,30,100
164,NE,98,n,2022-10-01T08:00:00,994.8,0,265.5,"{'icon': 'r04n', 'code': 520, 'description': 'Light shower rain'}",11.23,2022-10-01T04:00:00,0,100,1664611200,3.5,80,northeast,1015.5,0,12.8,0,0,43,69,2.59028,4.549,0,13.1,2022-10-01:08,13.1,0,24,100
165,NE,99,n,2022-10-01T09:00:00,994,0,265.3,"{'icon': 'r01n', 'code': 500, 'description': 'Light rain'}",10.7,2022-10-01T05:00:00,0,100,1664614800,3.28,80,northeast,1014.5,0,13.2,0,0,44,54,3.29167,1.504,0,13.3,2022-10-01:09,13.3,0,18,100
166,NE,99,n,2022-10-01T10:00:00,992.8,0,265.8,"{'icon': 'r04n', 'code': 520, 'description': 'Light shower rain'}",10.34,2022-10-01T06:00:00,0,100,1664618400,3.14,80,northeast,1013.3,0,14.1,0,0,49,36,3,1.036,0,14.3,2022-10-01:10,14.3,0,40,100
167,NE,99,n,2022-10-01T11:00:00,991.7,0,266.4,"{'icon': 'r04n', 'code': 520, 'description': 'Light shower rain'}",9.98,2022-10-01T07:00:00,0,100,1664622000,2.99,80,northeast,1012.2,0,15,0,0,54,18,2.70833,0.569,0,15.2,2022-10-01:11,15.2,0,63,100
