,Unnamed: 0.1,Unnamed: 0,postal_code,place_name,state_name,county_name,latitude,longitude,SO2,NO2,O3,PM2.5,PM10,CO,Date,N02,AQI
13053,13053,13053,521175,"Lime Stone Town Ship, Srinivasa Nagar Colony, Jami Annavaram, Shermohammadpet, Balusupadu, Anumanchipalli, Jaggaiahpet, Budavada, Gandrai, Malkapuram, Takkellapadu",Andhra Pradesh,Krishna,16.3078,80.68969090909091,5.36,0.0,47.92,7.24,9.57,280.38,2022-09-18,3.68,40.0
13054,13054,13054,521101,"Allapuram, Buthumillipadu, Gannavaram, Bahubalendrunigudem, Budhavaram, Roynagar, Purushothapatnam, Chikkavaram, Gollanapalli, Azzampudi, Gopavarapugudem",Andhra Pradesh,Krishna,16.5627,80.80196363636364,7.03,0.0,45.06,11.98,15.25,347.14,2022-09-18,7.11,38.0
13055,13055,13055,521101,"Allapuram, Buthumillipadu, Gannavaram, Bahubalendrunigudem, Budhavaram, Roynagar, Purushothapatnam, Chikkavaram, Gollanapalli, Azzampudi, Gopavarapugudem",Andhra Pradesh,Krishna,16.5627,80.80196363636364,7.03,0.0,45.06,11.98,15.25,347.14,2022-09-18,7.11,38.0
13056,13056,13056,521163,"Chagantipadu, Valluripalem, Thotlavalluru, Bhadrirajupalem, Devarapalli, Pamulalanka",Andhra Pradesh,Krishna,16.4779,80.8534,7.03,0.0,45.06,11.98,15.25,347.14,2022-09-18,7.11,38.0
13057,13057,13057,521185,"Somavaram, Sanagapadu, Munagacherla, Kammavaripalem, Nawabpet, Pendyala, Ithavaram, Ramireddipalli, Cheruvukommupalem, Lingalapadu, Magallu, Torragudipadu, Konduru, Jonnalagadda, Nandigama, Gandepalli, Keesara, Kanchala, Kethaveerunipadu, Vemulapalli, Raghavapuram, Rudravaram, Gollamudi, Pallagiri, Chandapuram",Andhra Pradesh,Krishna,16.8158,80.454672,12.76,0.0,46.49,6.84,9.1,280.38,2022-09-18,7.97,39.0
13058,13058,13058,521182,"Popuru, Bobbellapadu, Punnavalli, Vibharintapadu, Kodavatikallu, Gudimetla, Veladikothapalem, Kasarabad, Chandarlapadu, Pokkunuru, Konayapalem",Andhra Pradesh,Krishna,16.6238,80.20559090909092,8.82,0.0,45.78,8.96,11.37,297.07,2022-09-18,5.18,38.0
13059,13059,13059,521230,"China Nandigama, Chandrgudem, Naguluru, Chandrala, Ganapavaram, Konduru, Tolukodu, Pondugula, Velvdam, Mylavaram (Krishna), Kuntamukkala, Venkatapuram, Morusumilli, Pulluru",Andhra Pradesh,Krishna,16.7691,80.61981428571428,6.91,0.0,47.92,10.43,13.3,313.76,2022-09-18,5.91,40.0
13060,13060,13060,520010,"Chandramoulipuram, Moghalrajpuram, Patamata, Venkateswarapuram, Punnamathota",Andhra Pradesh,Krishna,16.4933,80.6612,6.5,0.0,42.92,9.7,12.36,310.42,2022-09-18,6.51,36.0
13061,13061,13061,521230,"China Nandigama, Chandrgudem, Naguluru, Chandrala, Ganapavaram, Konduru, Tolukodu, Pondugula, Velvdam, Mylavaram (Krishna), Kuntamukkala, Venkatapuram, Morusumilli, Pulluru",Andhra Pradesh,Krishna,16.7691,80.61981428571428,6.91,0.0,47.92,10.43,13.3,313.76,2022-09-18,5.91,40.0
13062,13062,13062,521227,"Gollamandala, Vallampatla, Kakarla, Khambhampadu, Polisettipadu, Gangapadu, Vemireddipalle, Koduru, Chavutapalli, Putrela",Andhra Pradesh,Krishna,16.9814,80.66976,12.52,0.0,45.78,7.69,10.27,293.73,2022-09-18,7.71,38.0
