,Unnamed: 0.1,Unnamed: 0,postal_code,place_name,state_name,county_name,latitude,longitude,SO2,NO2,O3,PM2.5,PM10,CO,Date,N02,AQI
9001,9001,9001,534281,"Perupalem, Kalipatnam, Chinagolla Palem, Serepalem, Mogalturu, Mutyalapalli",Andhra Pradesh,West Godavari,16.3705,81.5493,6.56,0.0,42.56,18.63,24.3,420.57,2022-09-18,8.4,56.0
9002,9002,9002,534199,"Uppuluru, Kolamuru, Undi, Pamulaparru, Kalisipudi, Cheurkuwada, N.R.P. Agraharam, Mahadevapatnam, Pedapulleru, Chilukuru, Arthamuru",Andhra Pradesh,West Godavari,16.6429,81.47379090909091,1.64,0.0,38.62,6.82,8.91,290.39,2022-09-18,2.68,32.0
9003,9003,9003,534237,"Doddanapudi, Sisali, Kalla, Kolanapalli, Kallakuru, Kuppanapudi",Andhra Pradesh,West Godavari,16.5247,81.40476666666667,4.95,0.0,41.49,14.46,19.01,380.52,2022-09-18,5.83,46.0
9004,9004,9004,534237,"Doddanapudi, Sisali, Kalla, Kolanapalli, Kallakuru, Kuppanapudi",Andhra Pradesh,West Godavari,16.5247,81.40476666666667,4.95,0.0,41.49,14.46,19.01,380.52,2022-09-18,5.83,46.0
9005,9005,9005,534230,"Kanchumarru, Skinnerapuram, Unikili, Aravalli",Andhra Pradesh,West Godavari,16.5276,81.18232499999999,6.8,0.0,49.35,14.85,19.11,377.18,2022-09-18,6.86,48.0
9006,9006,9006,534328,"East Vipparru, Kannai Kumudavalli, Kothapalli Agraharam, Surampudi, Peravali, Kapavaram",Andhra Pradesh,West Godavari,17.0525,81.5024,2.12,0.0,44.35,9.85,10.72,240.33,2022-09-18,2.38,37.0
9007,9007,9007,534126,"Nelamuru, Kathavapadu, Bhatlamaguturu, Podalada, Alamuru (West Godavari), Kanteru, Voduru",Andhra Pradesh,West Godavari,16.3927,80.75965714285714,5.36,0.0,47.92,7.24,9.57,280.38,2022-09-18,3.68,40.0
9008,9008,9008,534328,"East Vipparru, Kannai Kumudavalli, Kothapalli Agraharam, Surampudi, Peravali, Kapavaram",Andhra Pradesh,West Godavari,17.0525,81.5024,2.12,0.0,44.35,9.85,10.72,240.33,2022-09-18,2.38,37.0
9009,9009,9009,534250,"Pulapalli, Bhaggeswaram, Agarthipalem, Aratlakatta, Chintaparru, Dagguluru, Venkata Puram, Lankalakoderu, Velivela, Agarru, Kapavaram",Andhra Pradesh,West Godavari,16.7374,81.5704090909091,1.64,0.0,38.62,6.82,8.91,290.39,2022-09-18,2.68,32.0
9010,9010,9010,534269,"Kodamanchili, Valluru, Chinamallam, Koderu, Karugorumilli, Pedamallam",Andhra Pradesh,West Godavari,16.3474,80.88613333333333,6.68,0.0,55.08,10.23,12.87,310.42,2022-09-18,4.24,46.0
